<sot> <key:am> <time:4/4> D-3:1 E-3:1 F-3:1 E-3:1 A-3:1 A-2:1 D-3:3 D-3:1 E-3:1 F#-3:1 G-3:1 A-3:1 D-3:1 E-3:1 F-3:1 C-3:1 D-3:1 E-3:1 F-3:1 C-3:1 D-3:1 E-3:1 F-3:1 G-3:1 A-3:1 Bb-3:1 E-3:1 F-3:1 C-3:1 D-3:1 E-3:1 F-3:1 G-3:1 C-3:1 D-3:1 G-2:3 <eot> <PAD>
<sot> <key:am> <time:4/4> D-3:1 E-3:1 F-3:1 E-3:1 A-3:1 A-2:1 D-3:3 D-3:1 E-3:1 F#-3:1 G-3:1 A-3:1 D-3:1 E-3:1 F-3:1 C-3:1 D-3:1 E-3:1 F-3:1 C-3:1 D-3:1 E-3:1 F-3:1 G-3:1 A-3:1 Bb-3:1 E-3:1 F-3:1 C-3:1 D-3:1 E-3:1 F-3:1 G-3:1 C-3:1 D-3:1 G-2:3 <eot> <PAD>
<sot> <key:am> <time:4/4> D-3:1 E-3:1 F-3:1 E-3:1 A-3:1 A-2:1 D-3:3 D-3:1 E-3:1 F#-3:1 G-3:1 A-3:1 D-3:1 E-3:1 F-3:1 C-3:1 D-3:1 E-3:1 F-3:1 C-3:1 D-3:1 E-3:1 F-3:1 G-3:1 A-3:1 Bb-3:1 E-3:1 F-3:1 C-3:1 D-3:1 E-3:1 F-3:1 G-3:1 C-3:1 D-3:1 G-2:3 <eot> <PAD>
<sot> <key:am> <time:4/4> D-3:1 E-3:1 F-3:1 E-3:1 A-3:1 A-2:1 D-3:3 D-3:1 E-3:1 F#-3:1 G-3:1 A-3:1 D-3:1 E-3:1 F-3:1 C-3:1 D-3:1 E-3:1 F-3:1 C-3:1 D-3:1 E-3:1 F-3:1 G-3:1 A-3:1 Bb-3:1 E-3:1 F-3:1 C-3:1 D-3:1 E-3:1 F-3:1 G-3:1 C-3:1 D-3:1 G-2:3 <eot> <PAD>
<sot> <key:am> <time:4/4> D-3:1 E-3:1 F-3:1 E-3:1 A-3:1 A-2:1 D-3:3 D-3:1 E-3:1 F#-3:1 G-3:1 A-3:1 D-3:1 E-3:1 F-3:1 C-3:1 D-3:1 E-3:1 F-3:1 C-3:1 D-3:1 E-3:1 F-3:1 G-3:1 A-3:1 Bb-3:1 E-3:1 F-3:1 C-3:1 D-3:1 E-3:1 F-3:1 G-3:1 C-3:1 D-3:1 G-2:3 <eot> <PAD>
<sot> <key:am> <time:4/4> D-3:1 E-3:1 F-3:1 E-3:1 A-3:1 A-2:1 D-3:3 D-3:1 E-3:1 F#-3:1 G-3:1 A-3:1 D-3:1 E-3:1 F-3:1 C-3:1 D-3:1 E-3:1 F-3:1 C-3:1 D-3:1 E-3:1 F-3:1 G-3:1 A-3:1 Bb-3:1 E-3:1 F-3:1 C-3:1 D-3:1 E-3:1 F-3:1 G-3:1 C-3:1 D-3:1 G-2:3 <eot> <PAD>
<sot> <key:am> <time:4/4> D-3:1 E-3:1 F-3:1 E-3:1 A-3:1 A-2:1 D-3:3 D-3:1 E-3:1 F#-3:1 G-3:1 A-3:1 D-3:1 E-3:1 F-3:1 C-3:1 D-3:1 E-3:1 F-3:1 C-3:1 D-3:1 E-3:1 F-3:1 G-3:1 A-3:1 Bb-3:1 E-3:1 F-3:1 C-3:1 D-3:1 E-3:1 F-3:1 G-3:1 C-3:1 D-3:1 G-2:3 <eot> <PAD>
<sot> <key:am> <time:4/4> D-3:1 E-3:1 F-3:1 E-3:1 A-3:1 A-2:1 D-3:3 D-3:1 E-3:1 F#-3:1 G-3:1 A-3:1 D-3:1 E-3:1 F-3:1 C-3:1 D-3:1 E-3:1 F-3:1 C-3:1 D-3:1 E-3:1 F-3:1 G-3:1 A-3:1 Bb-3:1 E-3:1 F-3:1 C-3:1 D-3:1 E-3:1 F-3:1 G-3:1 C-3:1 D-3:1 G-2:3 <eot> <PAD>
<sot> <key:am> <time:4/4> D-3:1 E-3:1 F-3:1 E-3:1 A-3:1 A-2:1 D-3:3 D-3:1 E-3:1 F#-3:1 G-3:1 A-3:1 D-3:1 E-3:1 F-3:1 C-3:1 D-3:1 E-3:1 F-3:1 C-3:1 D-3:1 E-3:1 F-3:1 G-3:1 A-3:1 Bb-3:1 E-3:1 F-3:1 C-3:1 D-3:1 E-3:1 F-3:1 G-3:1 C-3:1 D-3:1 G-2:3 <eot> <PAD>
<sot> <key:am> <time:4/4> D-3:1 E-3:1 F-3:1 E-3:1 A-3:1 A-2:1 D-3:3 D-3:1 E-3:1 F#-3:1 G-3:1 A-3:1 D-3:1 E-3:1 F-3:1 C-3:1 D-3:1 E-3:1 F-3:1 C-3:1 D-3:1 E-3:1 F-3:1 G-3:1 A-3:1 Bb-3:1 E-3:1 F-3:1 C-3:1 D-3:1 E-3:1 F-3:1 G-3:1 C-3:1 D-3:1 G-2:3 <eot> <PAD>
<sot> <key:am> <time:4/4> D-3:1 E-3:1 F-3:1 E-3:1 A-3:1 A-2:1 D-3:3 D-3:1 E-3:1 F#-3:1 G-3:1 A-3:1 D-3:1 E-3:1 F-3:1 C-3:1 D-3:1 E-3:1 F-3:1 C-3:1 D-3:1 E-3:1 F-3:1 G-3:1 A-3:1 Bb-3:1 E-3:1 F-3:1 C-3:1 D-3:1 E-3:1 F-3:1 G-3:1 C-3:1 D-3:1 G-2:3 <eot> <PAD>
